HGNC ID	Status	Approved symbol	Approved name	Previous symbol	Ensembl gene ID	NCBI gene ID
HGNC:41526	Approved	ERVS71-2	endogenous retrovirus group S71 member 2			100616200
HGNC:3457	Entry Withdrawn	ERVT1	endogenous retroviral sequence, truncated 1 (band T1, 26.0kb)	TRV1		
HGNC:3458	Entry Withdrawn	ERVT2	endogenous retroviral sequence, truncated 2 (band T2, 21.0kb)	TRV2		
HGNC:3459	Entry Withdrawn	ERVT3	endogenous retroviral sequence, truncated 3 (band T3, 17.8kb)	TRV3		
HGNC:3460	Entry Withdrawn	ERVT4	endogenous retroviral sequence, truncated 4 (band T4, 14.9kb)	TRV4		
HGNC:3461	Entry Withdrawn	ERVT5	endogenous retroviral sequence, truncated 5	TRV5		
HGNC:26501	Approved	ERVV-1	endogenous retrovirus group V member 1, envelope		ENSG00000269526	147664
HGNC:39051	Approved	ERVV-2	endogenous retrovirus group V member 2, envelope		ENSG00000268964	100271846
HGNC:13525	Approved	ERVW-1	endogenous retrovirus group W member 1, envelope	ERVWE1	ENSG00000242950	30816
HGNC:37653	Approved	ERVW-2	endogenous retrovirus group W member 2	ERVWE2		100379323
HGNC:39041	Approved	ERVW-3	endogenous retrovirus group W member 3			100862696
HGNC:39043	Approved	ERVW-4	endogenous retrovirus group W member 4			100616496
HGNC:39044	Approved	ERVW-5	endogenous retrovirus group W member 5			100862695
HGNC:39045	Approved	ERVW-6	endogenous retrovirus group W member 6			100616198
HGNC:49246	Approved	ERVW-7	endogenous retrovirus group W member 7			106144589
HGNC:49247	Approved	ERVW-8	endogenous retrovirus group W member 8			106144559
HGNC:49248	Approved	ERVW-9	endogenous retrovirus group W member 9			106699568
HGNC:49249	Approved	ERVW-10	endogenous retrovirus group W member 10			106144579
HGNC:49250	Approved	ERVW-11	endogenous retrovirus group W member 11			106144560
HGNC:49251	Approved	ERVW-12	endogenous retrovirus group W member 12			106144580
HGNC:49252	Approved	ERVW-13	endogenous retrovirus group W member 13			106144576
HGNC:49253	Approved	ERVW-14	endogenous retrovirus group W member 14			106144561
HGNC:49254	Approved	ERVW-15	endogenous retrovirus group W member 15			106144597
HGNC:49255	Approved	ERVW-16	endogenous retrovirus group W member 16			106144581
HGNC:49256	Approved	ERVW-17	endogenous retrovirus group W member 17			106144567
HGNC:49306	Approved	ERVW-18	endogenous retrovirus group W member 18			106144562
HGNC:49307	Approved	ERVW-19	endogenous retrovirus group W member 19			106144571
HGNC:49308	Approved	ERVW-20	endogenous retrovirus group W member 20			106144604
HGNC:49309	Approved	ERVW-21	endogenous retrovirus group W member 21			106144587
HGNC:49310	Approved	ERVW-22	endogenous retrovirus group W member 22			106144563
HGNC:49311	Approved	ERVW-23	endogenous retrovirus group W member 23			106144603
HGNC:49312	Approved	ERVW-24	endogenous retrovirus group W member 24			106144564
HGNC:49313	Approved	ERVW-25	endogenous retrovirus group W member 25			106144605
HGNC:49314	Approved	ERVW-26	endogenous retrovirus group W member 26			106144572
HGNC:49315	Approved	ERVW-27	endogenous retrovirus group W member 27			106144565
HGNC:49316	Approved	ERVW-28	endogenous retrovirus group W member 28			105694156
HGNC:49378	Approved	ERVW-29	endogenous retrovirus group W member 29			106144583
HGNC:3462	Approved	ESA4	esterase A4			2090
HGNC:17474	Approved	ESAM	endothelial cell adhesion molecule		ENSG00000149564	90952
HGNC:3463	Approved	ESAT	esterase activator			2096
HGNC:3464	Approved	ESB3	esterase B3			2097
HGNC:24645	Approved	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1		ENSG00000141446	114799
HGNC:27230	Approved	ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2	RBS	ENSG00000171320	157570
HGNC:3465	Approved	ESD	esterase D		ENSG00000139684	2098
HGNC:15898	Approved	ESF1	ESF1 nucleolar pre-rRNA processing protein homolog	C20orf6	ENSG00000089048	51575
HGNC:3466	Approved	ESM1	endothelial cell specific molecule 1		ENSG00000164283	11082
HGNC:16856	Approved	ESPL1	extra spindle pole bodies like 1, separase		ENSG00000135476	9700
HGNC:13281	Approved	ESPN	espin	DFNB36	ENSG00000187017	83715
HGNC:27937	Approved	ESPNL	espin like		ENSG00000144488	339768
HGNC:23285	Approved	ESPNP	espin pseudogene		ENSG00000268869	284729
HGNC:3467	Approved	ESR1	estrogen receptor 1	ESR	ENSG00000091831	2099
HGNC:3468	Approved	ESR2	estrogen receptor 2		ENSG00000140009	2100
HGNC:39079	Approved	ESRG	embryonic stem cell related		ENSG00000265992	790952
HGNC:25966	Approved	ESRP1	epithelial splicing regulatory protein 1	RBM35A	ENSG00000104413	54845
HGNC:26152	Approved	ESRP2	epithelial splicing regulatory protein 2	RBM35B	ENSG00000103067	80004
HGNC:3471	Approved	ESRRA	estrogen related receptor alpha	ESRL1	ENSG00000173153	2101
HGNC:3472	Approved	ESRRAP1	estrogen-related receptor alpha pseudogene 1	ESRRAP	ENSG00000215572	144847
HGNC:24647	Approved	ESRRAP2	estrogen-related receptor alpha pseudogene 2		ENSG00000235438	144832
HGNC:3473	Approved	ESRRB	estrogen related receptor beta	ESRL2	ENSG00000119715	2103
HGNC:3473	Approved	ESRRB	estrogen related receptor beta	DFNB35	ENSG00000119715	2103
HGNC:3474	Approved	ESRRG	estrogen related receptor gamma		ENSG00000196482	2104
HGNC:16817	Approved	ESS2	ess-2 splicing factor homolog	DGCR13	ENSG00000100056	8220
HGNC:16817	Approved	ESS2	ess-2 splicing factor homolog	DGCR14	ENSG00000100056	8220
HGNC:14865	Approved	ESX1	ESX homeobox 1	ESX1L	ENSG00000123576	80712
HGNC:29534	Approved	ESYT1	extended synaptotagmin 1	FAM62A	ENSG00000139641	23344
HGNC:22211	Approved	ESYT2	extended synaptotagmin 2	FAM62B	ENSG00000117868	57488
HGNC:24295	Approved	ESYT3	extended synaptotagmin 3	FAM62C	ENSG00000158220	83850
HGNC:24648	Approved	ETAA1	ETAA1 activator of ATR kinase		ENSG00000143971	54465
HGNC:53449	Approved	ETDA	embryonic testis differentiation homolog A		ENSG00000238210	101928677
HGNC:44269	Approved	ETDB	embryonic testis differentiation homolog B	LINC00633	ENSG00000224107	100129515
HGNC:53450	Approved	ETDC	embryonic testis differentiation homolog C		ENSG00000283644	110806299
HGNC:3477	Approved	ETF1	eukaryotic translation termination factor 1	SUP45L1	ENSG00000120705	2107
HGNC:3477	Approved	ETF1	eukaryotic translation termination factor 1	ERF1	ENSG00000120705	2107
HGNC:3477	Approved	ETF1	eukaryotic translation termination factor 1	ERF	ENSG00000120705	2107
HGNC:3478	Approved	ETF1P1	eukaryotic translation termination factor 1 pseudogene 1	SUP45L2	ENSG00000232757	6824
HGNC:3479	Approved	ETF1P2	eukaryotic translation termination factor 1 pseudogene 2	SUP45L3	ENSG00000240132	6825
HGNC:3480	Approved	ETF1P3	eukaryotic translation termination factor 1 pseudogene 3	SUP45L4	ENSG00000233833	100132121
HGNC:3481	Approved	ETFA	electron transfer flavoprotein subunit alpha		ENSG00000140374	2108
HGNC:3482	Approved	ETFB	electron transfer flavoprotein subunit beta		ENSG00000105379	2109
HGNC:28739	Approved	ETFBKMT	electron transfer flavoprotein subunit beta lysine methyltransferase	C12orf72	ENSG00000139160	254013
HGNC:28739	Approved	ETFBKMT	electron transfer flavoprotein subunit beta lysine methyltransferase	METTL20	ENSG00000139160	254013
HGNC:3483	Approved	ETFDH	electron transfer flavoprotein dehydrogenase		ENSG00000171503	2110
HGNC:27052	Approved	ETFRF1	electron transfer flavoprotein regulatory factor 1	LYRM5	ENSG00000205707	144363
HGNC:23287	Approved	ETHE1	ETHE1 persulfide dioxygenase		ENSG00000105755	23474
HGNC:3486	Entry Withdrawn	ETM1	essential tremor 1			
HGNC:3487	Entry Withdrawn	ETM2	essential tremor 2			
HGNC:24649	Approved	ETNK1	ethanolamine kinase 1		ENSG00000139163	55500
HGNC:25575	Approved	ETNK2	ethanolamine kinase 2		ENSG00000143845	55224
HGNC:14404	Approved	ETNPPL	ethanolamine-phosphate phospho-lyase	AGXT2L1	ENSG00000164089	64850
HGNC:3488	Approved	ETS1	ETS proto-oncogene 1, transcription factor	EWSR2	ENSG00000134954	2113
HGNC:53932	Approved	ETS1-AS1	ETS1 antisense RNA 1		ENSG00000254588	101929517
HGNC:3489	Approved	ETS2	ETS proto-oncogene 2, transcription factor		ENSG00000157557	2114
HGNC:3490	Approved	ETV1	ETS variant transcription factor 1		ENSG00000006468	2115
HGNC:3491	Approved	ETV2	ETS variant transcription factor 2		ENSG00000105672	2116
HGNC:3492	Approved	ETV3	ETS variant transcription factor 3		ENSG00000117036	2117
HGNC:33834	Approved	ETV3L	ETS variant transcription factor 3 like		ENSG00000253831	440695
HGNC:3493	Approved	ETV4	ETS variant transcription factor 4		ENSG00000175832	2118
HGNC:3494	Approved	ETV5	ETS variant transcription factor 5		ENSG00000244405	2119
HGNC:40222	Approved	ETV5-AS1	ETV5 antisense RNA 1		ENSG00000234197	100873934
HGNC:3495	Approved	ETV6	ETS variant transcription factor 6		ENSG00000139083	2120
HGNC:18160	Approved	ETV7	ETS variant transcription factor 7		ENSG00000010030	51513
HGNC:40833	Approved	ETV7-AS1	ETV7 and PTX1 antisense RNA 1		ENSG00000224666	105375037
HGNC:25816	Approved	EVA1A	eva-1 homolog A, regulator of programmed cell death	TMEM166	ENSG00000115363	84141
HGNC:25816	Approved	EVA1A	eva-1 homolog A, regulator of programmed cell death	FAM176A	ENSG00000115363	84141
HGNC:25558	Approved	EVA1B	eva-1 homolog B	C1orf78	ENSG00000142694	55194
HGNC:25558	Approved	EVA1B	eva-1 homolog B	FAM176B	ENSG00000142694	55194
HGNC:13239	Approved	EVA1C	eva-1 homolog C	C21orf64	ENSG00000166979	59271
HGNC:13239	Approved	EVA1C	eva-1 homolog C	C21orf63	ENSG00000166979	59271
HGNC:13239	Approved	EVA1C	eva-1 homolog C	FAM176C	ENSG00000166979	59271
HGNC:3497	Approved	EVC	EvC ciliary complex subunit 1		ENSG00000072840	2121
HGNC:19747	Approved	EVC2	EvC ciliary complex subunit 2		ENSG00000173040	132884
HGNC:3499	Approved	EVI2A	ecotropic viral integration site 2A	EVI2	ENSG00000126860	2123
HGNC:3500	Approved	EVI2B	ecotropic viral integration site 2B		ENSG00000185862	2124
HGNC:3501	Approved	EVI5	ecotropic viral integration site 5		ENSG00000067208	7813
HGNC:30464	Approved	EVI5L	ecotropic viral integration site 5 like		ENSG00000142459	115704
HGNC:20234	Approved	EVL	Enah/Vasp-like		ENSG00000196405	51466
HGNC:3503	Approved	EVPL	envoplakin		ENSG00000167880	2125
HGNC:35236	Approved	EVPLL	envoplakin like		ENSG00000214860	645027
HGNC:32785	Entry Withdrawn	EVR3	exudative vitreoretinopathy 3			
HGNC:3506	Approved	EVX1	even-skipped homeobox 1		ENSG00000106038	2128
HGNC:40223	Approved	EVX1-AS	EVX1 antisense RNA		ENSG00000253405	101410536
HGNC:3507	Approved	EVX2	even-skipped homeobox 2		ENSG00000174279	344191
HGNC:26596	Approved	EWSAT1	Ewing sarcoma associated transcript 1	TMEM84	ENSG00000212766	283673
HGNC:26596	Approved	EWSAT1	Ewing sarcoma associated transcript 1	NCRNA00277	ENSG00000212766	283673
HGNC:26596	Approved	EWSAT1	Ewing sarcoma associated transcript 1	LINC00277	ENSG00000212766	283673
HGNC:3508	Approved	EWSR1	EWS RNA binding protein 1		ENSG00000182944	2130
HGNC:28507	Approved	EXD1	exonuclease 3'-5' domain containing 1	EXDL1	ENSG00000178997	161829
HGNC:20217	Approved	EXD2	exonuclease 3'-5' domain containing 2	C14orf114	ENSG00000081177	55218
HGNC:20217	Approved	EXD2	exonuclease 3'-5' domain containing 2	EXDL2	ENSG00000081177	55218
HGNC:26023	Approved	EXD3	exonuclease 3'-5' domain containing 3		ENSG00000187609	54932
HGNC:3511	Approved	EXO1	exonuclease 1		ENSG00000174371	9156
HGNC:26115	Approved	EXO5	exonuclease 5	C1orf176	ENSG00000164002	64789
HGNC:26115	Approved	EXO5	exonuclease 5	DEM1	ENSG00000164002	64789
HGNC:30380	Approved	EXOC1	exocyst complex component 1	SEC3L1	ENSG00000090989	55763
HGNC:53433	Approved	EXOC1L	exocyst complex component 1 like		ENSG00000250821	644145
HGNC:24968	Approved	EXOC2	exocyst complex component 2	SEC5L1	ENSG00000112685	55770
HGNC:30378	Approved	EXOC3	exocyst complex component 3	SEC6L1	ENSG00000180104	11336
HGNC:25175	Approved	EXOC3-AS1	EXOC3 antisense RNA 1	C5orf55	ENSG00000221990	116349
HGNC:27540	Approved	EXOC3L1	exocyst complex component 3 like 1	EXOC3L	ENSG00000179044	283849
HGNC:30162	Approved	EXOC3L2	exocyst complex component 3 like 2		ENSG00000283632	90332
HGNC:20120	Approved	EXOC3L4	exocyst complex component 3 like 4	C14orf73	ENSG00000205436	91828
HGNC:30389	Approved	EXOC4	exocyst complex component 4	SEC8L1	ENSG00000131558	60412
HGNC:10696	Approved	EXOC5	exocyst complex component 5	SEC10L1	ENSG00000070367	10640
HGNC:43870	Approved	EXOC5P1	exocyst complex component 5 pseudogene 1		ENSG00000180673	644548
HGNC:23196	Approved	EXOC6	exocyst complex component 6	SEC15L1	ENSG00000138190	54536
HGNC:17085	Approved	EXOC6B	exocyst complex component 6B	SEC15L2	ENSG00000144036	23233
HGNC:17085	Approved	EXOC6B	exocyst complex component 6B	SEC15B	ENSG00000144036	23233
HGNC:23214	Approved	EXOC7	exocyst complex component 7		ENSG00000182473	23265
HGNC:43871	Approved	EXOC7P1	exocyst complex component 7 pseudogene 1		ENSG00000250485	391681
HGNC:24659	Approved	EXOC8	exocyst complex component 8		ENSG00000116903	149371
HGNC:3347	Approved	EXOG	exo/endonuclease G	ENDOGL1	ENSG00000157036	9941
HGNC:3347	Approved	EXOG	exo/endonuclease G	ENDOGL2	ENSG00000157036	9941
HGNC:44547	Approved	EXOGP1	EXOG pseudogene 1		ENSG00000263748	100128324
HGNC:17286	Approved	EXOSC1	exosome component 1		ENSG00000171311	51013
HGNC:17097	Approved	EXOSC2	exosome component 2		ENSG00000130713	23404
HGNC:17944	Approved	EXOSC3	exosome component 3		ENSG00000107371	51010
HGNC:33989	Approved	EXOSC3P1	exosome component 3 pseudogene 1		ENSG00000229007	100151640
HGNC:33990	Approved	EXOSC3P2	exosome component 3 pseudogene 2		ENSG00000269763	100190954
HGNC:18189	Approved	EXOSC4	exosome component 4		ENSG00000178896	54512
HGNC:24662	Approved	EXOSC5	exosome component 5		ENSG00000077348	56915
HGNC:19055	Approved	EXOSC6	exosome component 6		ENSG00000223496	118460
HGNC:28112	Approved	EXOSC7	exosome component 7		ENSG00000075914	23016
HGNC:17035	Approved	EXOSC8	exosome component 8		ENSG00000120699	11340
HGNC:9137	Approved	EXOSC9	exosome component 9	PMSCL1	ENSG00000123737	5393
HGNC:9138	Approved	EXOSC10	exosome component 10	PMSCL2	ENSG00000171824	5394
HGNC:40456	Approved	EXOSC10-AS1	EXOSC10 antisense RNA 1		ENSG00000230337	105376736
HGNC:30578	Approved	EXPH5	exophilin 5		ENSG00000110723	23086
HGNC:3512	Approved	EXT1	exostosin glycosyltransferase 1	LGCR	ENSG00000182197	2131
HGNC:3512	Approved	EXT1	exostosin glycosyltransferase 1	LGS	ENSG00000182197	2131
HGNC:3513	Approved	EXT2	exostosin glycosyltransferase 2		ENSG00000151348	2132
HGNC:3514	Entry Withdrawn	EXT3	exostoses (multiple) 3			
HGNC:3515	Approved	EXTL1	exostosin like glycosyltransferase 1		ENSG00000158008	2134
HGNC:3516	Approved	EXTL2	exostosin like glycosyltransferase 2		ENSG00000162694	2135
HGNC:3517	Approved	EXTL2P1	exostosin like glycosyltransferase 2 pseudogene 1	EXTL2P	ENSG00000223976	100287682
HGNC:3518	Approved	EXTL3	exostosin like glycosyltransferase 3		ENSG00000012232	2137
HGNC:27985	Approved	EXTL3-AS1	EXTL3 antisense RNA 1	C8orf50	ENSG00000246339	101929402
HGNC:3519	Approved	EYA1	EYA transcriptional coactivator and phosphatase 1	BOR	ENSG00000104313	2138
HGNC:3520	Approved	EYA2	EYA transcriptional coactivator and phosphatase 2		ENSG00000064655	2139
HGNC:3521	Approved	EYA3	EYA transcriptional coactivator and phosphatase 3		ENSG00000158161	2140
HGNC:41332	Entry Withdrawn	EYA3-IT1	EYA3 intronic transcript 1 (non-protein coding)			
HGNC:3522	Approved	EYA4	EYA transcriptional coactivator and phosphatase 4	DFNA10	ENSG00000112319	2070
HGNC:3522	Approved	EYA4	EYA transcriptional coactivator and phosphatase 4	CMD1J	ENSG00000112319	2070
HGNC:3523	Entry Withdrawn	EYCL1	eye color 1 (green/blue)	GEY		
HGNC:21555	Approved	EYS	eyes shut homolog	C6orf180	ENSG00000188107	346007
HGNC:21555	Approved	EYS	eyes shut homolog	EGFL11	ENSG00000188107	346007
HGNC:21555	Approved	EYS	eyes shut homolog	RP25	ENSG00000188107	346007
HGNC:21555	Approved	EYS	eyes shut homolog	EGFL10	ENSG00000188107	346007
HGNC:21555	Approved	EYS	eyes shut homolog	C6orf178	ENSG00000188107	346007
HGNC:21555	Approved	EYS	eyes shut homolog	C6orf179	ENSG00000188107	346007
HGNC:3526	Approved	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit		ENSG00000108799	2145
HGNC:3527	Approved	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit		ENSG00000106462	2146
HGNC:39918	Approved	EZH2P1	enhancer of zeste 2 polycomb repressive complex 2 subunit pseudogene 1		ENSG00000231300	266693
HGNC:33738	Approved	EZHIP	EZH inhibitory protein	CXorf67	ENSG00000187690	340602
HGNC:12691	Approved	EZR	ezrin	VIL2	ENSG00000092820	7430
HGNC:40609	Approved	EZR-AS1	EZR antisense RNA 1		ENSG00000233893	101409257
HGNC:3535	Approved	F2	coagulation factor II, thrombin		ENSG00000180210	2147
HGNC:3536	Entry Withdrawn	F2L	coagulation factor II (thrombin)-like			
HGNC:3537	Approved	F2R	coagulation factor II thrombin receptor		ENSG00000181104	2149
HGNC:3538	Approved	F2RL1	F2R like trypsin receptor 1	GPR11	ENSG00000164251	2150
HGNC:3539	Approved	F2RL2	coagulation factor II thrombin receptor like 2		ENSG00000164220	2151
HGNC:3540	Approved	F2RL3	F2R like thrombin or trypsin receptor 3		ENSG00000127533	9002
HGNC:3541	Approved	F3	coagulation factor III, tissue factor		ENSG00000117525	2152
HGNC:3542	Approved	F5	coagulation factor V		ENSG00000198734	2153
HGNC:3544	Approved	F7	coagulation factor VII		ENSG00000057593	2155
HGNC:3545	Approved	F7R	coagulation factor VII regulator			2156
HGNC:3546	Approved	F8	coagulation factor VIII	F8C	ENSG00000185010	2157
HGNC:3547	Approved	F8A1	coagulation factor VIII associated 1	F8A	ENSG00000277203	8263
HGNC:31849	Approved	F8A2	coagulation factor VIII associated 2		ENSG00000274791	474383
HGNC:31850	Approved	F8A3	coagulation factor VIII associated 3		ENSG00000277150	474384
HGNC:3551	Approved	F9	coagulation factor IX		ENSG00000101981	2158
HGNC:3528	Approved	F10	coagulation factor X		ENSG00000126218	2159
HGNC:40225	Approved	F10-AS1	F10 antisense RNA 1		ENSG00000231882	104413892
HGNC:3529	Approved	F11	coagulation factor XI		ENSG00000088926	2160
HGNC:27725	Approved	F11-AS1	F11 antisense RNA 1		ENSG00000251165	285441
HGNC:14685	Approved	F11R	F11 receptor	JAM1	ENSG00000158769	50848
HGNC:3530	Approved	F12	coagulation factor XII		ENSG00000131187	2161
HGNC:3531	Approved	F13A1	coagulation factor XIII A chain	F13A	ENSG00000124491	2162
HGNC:3532	Entry Withdrawn	F13A2	coagulation factor XIII, A2 polypeptide			
HGNC:3533	Entry Withdrawn	F13A3	coagulation factor XIII, A3 polypeptide			
HGNC:3534	Approved	F13B	coagulation factor XIII B chain		ENSG00000143278	2165
HGNC:3552	Entry Withdrawn	FA1	Fanconi anemia 1			
HGNC:21197	Approved	FA2H	fatty acid 2-hydroxylase	FAXDC1	ENSG00000103089	79152
HGNC:21197	Approved	FA2H	fatty acid 2-hydroxylase	SPG35	ENSG00000103089	79152
HGNC:3553	Approved	FAAH	fatty acid amide hydrolase		ENSG00000117480	2166
HGNC:26440	Approved	FAAH2	fatty acid amide hydrolase 2	AMDD	ENSG00000165591	158584
HGNC:50679	Approved	FAAHP1	fatty acid amide hydrolase pseudogene 1	LINC00505	ENSG00000232022	729041
HGNC:26428	Approved	FAAP20	FA core complex associated protein 20	C1orf86	ENSG00000162585	199990
HGNC:28467	Approved	FAAP24	FA core complex associated protein 24	C19orf40	ENSG00000131944	91442
HGNC:26171	Approved	FAAP100	FA core complex associated protein 100	C17orf70	ENSG00000185504	80233
HGNC:3555	Approved	FABP1	fatty acid binding protein 1		ENSG00000163586	2168
HGNC:3556	Approved	FABP2	fatty acid binding protein 2		ENSG00000145384	2169
HGNC:3557	Approved	FABP3	fatty acid binding protein 3	MDGI	ENSG00000121769	2170
HGNC:3557	Approved	FABP3	fatty acid binding protein 3	FABP11	ENSG00000121769	2170
HGNC:3558	Approved	FABP3P2	fatty acid binding protein 3 pseudogene 2		ENSG00000233259	56677
HGNC:3559	Approved	FABP4	fatty acid binding protein 4		ENSG00000170323	2167
HGNC:3560	Approved	FABP5	fatty acid binding protein 5		ENSG00000164687	2171
HGNC:31059	Approved	FABP5P1	fatty acid binding protein 5 pseudogene 1	FABP5L1	ENSG00000236972	387934
HGNC:31060	Approved	FABP5P2	fatty acid binding protein 5 pseudogene 2	FABP5L2	ENSG00000236044	729163
HGNC:22573	Approved	FABP5P3	fatty acid binding protein 5 pseudogene 3	FABP5L3	ENSG00000241735	220832
HGNC:31061	Approved	FABP5P4	fatty acid binding protein 5 pseudogene 4	FABP5L4	ENSG00000229287	404766
HGNC:31068	Approved	FABP5P5	fatty acid binding protein 5 pseudogene 5	FABP5L5	ENSG00000213716	100288964
HGNC:31069	Approved	FABP5P6	fatty acid binding protein 5 pseudogene 6	FABP5L6	ENSG00000249919	100130687
HGNC:31070	Approved	FABP5P7	fatty acid binding protein 5 pseudogene 7	FABP5L7	ENSG00000234964	728641
HGNC:31063	Approved	FABP5P8	fatty acid binding protein 5 pseudogene 8	FABP5L8		728729
